,Entity,Year,CM,HE,Population,LE,GDP,OE,CM_%,HE_%,OE_%
3044,Belgium,2017,0.40999999,5450.47998,11419752,81.49268341,50442.26953,17.80459404,0.040999998999999995,10.805382134438629,1.923854423507485
3045,Canada,2017,0.519999981,5208.718262,36732091,81.90000153,48317.17578,15.28027534,0.0519999981,10.780262252323226,1.6472537545290746
3046,Denmark,2017,0.4,5573.279785,5732277,81.10243988,55356.67969,13.73846245,0.04,10.06794449416155,1.383180773817227
3047,Finland,2017,0.24000001,4339.097168,5511372,81.63170624,47570.13281,19.04596901,0.024000001,9.121473730861338,1.737273060035141
3048,Germany,2017,0.39000001,6028.248047,82658409,80.99268341,53071.45703,12.77696037,0.039000001,11.358738546771722,1.4513015226529367
3050,Iceland,2017,0.20999999,4762.730957,334395,82.6609726,55638.49219,16.35491562,0.020999999,8.560136641977536,1.4000031247521276
3051,Ireland,2017,0.34000001,5582.932129,4753281,82.15609741,77749.20313,12.60849857,0.034000001,7.180693697484074,0.9053776621633596
3052,Israel,2017,0.379999995,2992.02417,8243849,82.55121613,39121.29688,22.43102837,0.0379999995,7.648069999258164,1.7155407512910574
3053,Japan,2017,0.25999999,4398.024414,127502728,84.09975433,41505.08203,12.65492725,0.025999999000000003,10.59635157646742,1.34096058315618
3055,Luxembourg,2017,0.279999995,5980.637695,591914,82.09512329,114985.8438,10.69308758,0.0279999995,5.201194770899268,0.5561683120586391
3056,Malta,2017,0.65999999,3873.251465,437935,82.34634399,42644.08203,35.22463989,0.065999999,9.082740864899327,3.199362761802659
3057,Netherlands,2017,0.4,5602.590332,17021343,81.7609787,55088.63281,11.04886436,0.04,10.170138640621674,1.1236848236262365
3058,New Zealand,2017,0.519999981,3875.538574,4702029,81.65853882,42285.32031,13.57707405,0.0519999981,9.165210398284435,1.2443674026133775
3059,Norway,2017,0.25,6630.842285,5296324,82.60975647,64050.75781,14.51192474,0.025,10.352480613374961,1.502344195336065
3060,Singapore,2017,0.25999999,4091.44043,5708042,83.09512329,95350.4375,32.10845184,0.025999999000000003,4.290950872669043,1.3777578944289994
3061,Slovenia,2017,0.24000001,2998.323486,2076395,81.02926636,36507.55469,12.32816887,0.024000001,8.21288500821253,1.012498332911354
3062,South Korea,2017,0.329999995,2925.947266,51096408,82.62683105,40957.41797,32.6251297,0.0329999995,7.143876276925373,2.3306989009544345
3063,Sweden,2017,0.279999995,5655.699707,9904895,82.40975952,51947.95313,14.08661652,0.0279999995,10.887242646205104,1.5336441211728133
3064,Switzerland,2017,0.419999981,7989.641602,8455797,83.55121613,69103.57031,26.40589142,0.0419999981,11.561836191904858,3.0530059109926597
3065,United Kingdom,2017,0.44000001,4515.587402,66727463,81.25609589,46372.38672,16.73583412,0.044000001,9.737664419270589,1.6296793643713872
3066,United States,2017,0.65999999,10103.0918,325084758,78.53902435,60109.65625,11.40190506,0.065999999,16.80776838579908,1.9164057940535055
3067,World,2017,4.0,1345.745483,7548182589,72.3914032,16211.0498,18.17780876,0.4,8.301408604642,1.5090141805380075
3068,Australia,2018,0.370000005,4876.28125,24898153,82.7487793,49029.10547,17.82115936,0.0370000005,9.945686757397002,1.7724366864821366
3069,Austria,2018,0.35999999,5898.353027,8891383,81.69268036,55258.37109,19.59343338,0.035999999000000005,10.674134815507461,2.0914294939678406
3070,Belgium,2018,0.419999981,5683.120605,11482180,81.59512329,51126.66797,18.23685074,0.0419999981,11.115765667214475,2.027165593338069
3071,Canada,2018,0.50999999,5427.74707,37074558,82.04878235,48962.48047,14.98915863,0.050999999,11.08552307378638,1.6616266384950926
3072,Denmark,2018,0.39000001,5799.371094,5752131,80.95365906,56178.77344,13.76510525,0.039000001,10.323064636136706,1.420980712189747
3073,Finland,2018,0.24000001,4490.17627,5522585,81.73414612,48049.58203,18.43068314,0.024000001,9.344881017271984,1.7223254101034078
3074,Germany,2018,0.379999995,6500.015625,83124413,80.89268494,53486.83984,12.83897305,0.0379999995,12.1525512526896,1.560262780220255
3076,Iceland,2018,0.20999999,5304.017578,336712,82.86097717,56818.19531,15.86079311,0.020999999,9.33506872061192,1.4806159364525806
3077,Ireland,2018,0.329999995,5869.537598,4818694,82.20487976,83726.35938,12.02261448,0.0329999995,7.01038196508766,0.8428311972379375
3078,Israel,2018,0.370000005,3220.527832,8381507,82.80243683,39903.42188,21.44803429,0.0370000005,8.070806162150623,1.7310292731374985
3079,Japan,2018,0.25999999,4531.747559,127202190,84.21097565,41821.70703,12.99456787,0.025999999000000003,10.835874192675202,1.4080750262749937
3081,Luxembourg,2018,0.279999995,6423.08252,604244,82.29512024,115049.9297,10.47403049,0.0279999995,5.582865227948071,0.5847510061908889
3082,Malta,2018,0.65,4121.230469,439255,82.44878387,43313.50781,34.29564285,0.065,9.51488502634855,3.2631909862246276
3083,Netherlands,2018,0.40999999,6009.465332,17059560,81.81219482,56060.91406,10.79528618,0.040999998999999995,10.71952791488252,1.1572037155565547
3084,New Zealand,2018,0.5,4095.713623,4743131,81.85853577,42866.12891,12.91324902,0.05,9.554661750771094,1.233817264895763
3085,Norway,2018,0.24000001,7009.245605,5337960,82.75853729,64341.25781,13.9686327,0.024000001,10.893858534283448,1.5217230855116581
3086,Singapore,2018,0.25,4035.607178,5757503,83.29756165,98222.84375,29.07070541,0.025,4.108623843422371,1.194405933926337
3087,Slovenia,2018,0.229999995,3334.94458,2077835,81.37805176,37984.13281,11.98157787,0.0229999995,8.779836034908808,1.0519628913809194
3088,South Korea,2018,0.320000005,3232.415039,51171700,82.62683105,41965.89063,32.50151062,0.0320000005,7.702481683277456,2.503422902293977
3089,Sweden,2018,0.270000005,6077.043457,9971630,82.55854034,52349.29297,13.95882416,0.0270000005,11.608644763325826,1.6204303098717003
3090,Switzerland,2018,0.40999999,8447.555664,8525614,83.75366211,70597.28906,27.98195267,0.040999998999999995,11.965835765762193,3.3482745005455086
3091,United Kingdom,2018,0.430000019,4830.183105,67141678,81.25609589,46853.19922,16.99979401,0.0430000019,10.309185253966954,1.7525402572836775
3092,United States,2018,0.65,10515.32324,327096263,78.63902283,61585.75781,11.30358505,0.065,17.07427758288065,1.9300054882539988
3093,World,2018,3.879999924,1407.340088,7631091110,72.57398224,16607.76563,18.13634682,0.3879999924,8.473988129130406,1.5368718765847202
3094,Australia,2019,0.370000005,5294.462891,25203200,82.90000153,49309.11328,15.98108578,0.0370000005,10.737290814652429,1.7159356555376652
3095,Austria,2019,0.35999999,6134.131348,8955108,81.89511871,55833.55859,19.07191277,0.035999999000000005,10.986459582568404,2.0953279880987523
3096,Belgium,2019,0.419999981,5846.896484,11539326,81.99512482,51944.16797,18.1728878,0.0419999981,11.256117313067437,2.0455615699401197
3097,Canada,2019,0.50999999,5520.651367,37411038,82.04878235,49171.51172,14.91467953,0.050999999,11.227337077689505,1.6745213448902567
3098,Denmark,2019,0.370000005,6015.460938,5771877,81.45121765,57161.6875,14.1692524,0.0370000005,10.523588790131502,1.4911138572118388
3099,Finland,2019,0.229999995,4710.218262,5532159,81.98292542,48582.58594,17.44896507,0.0229999995,9.695281078321292,1.6917262087946017
3100,Germany,2019,0.370000005,6738.67041,83517046,81.29268646,53929.64063,12.81640053,0.0370000005,12.495300045169241,1.6014477012141608
3102,Iceland,2019,0.2,5636.412598,339037,83.163414,56935.77344,15.46228123,0.02,9.899597840608521,1.5307036587538967
3103,Ireland,2019,0.320000005,6010.066406,4882498,82.70243835,86650.00781,11.71556568,0.0320000005,6.936025232886819,0.8125945917402284
3104,Israel,2019,0.35999999,3326.25293,8519373,82.80487823,40626.21484,20.97997284,0.035999999000000005,8.187454684370492,1.7177257690682368
3105,Japan,2019,0.25,4587.034668,126860299,84.3563385,42022.48828,12.90735722,0.025,10.915666481804061,1.4089240657502566
3107,Luxembourg,2019,0.279999995,6756.881348,615730,82.63902283,116518.2734,9.622403145,0.0279999995,5.798988562767357,0.5580020578419165
3108,Malta,2019,0.65,4039.61499,440377,82.85853577,43950.61719,34.64808273,0.065,9.191258845209404,3.1845949686165973
3109,Netherlands,2019,0.40999999,6248.151855,17097123,82.11219788,56784.03906,10.57730865,0.040999998999999995,11.003359321442394,1.1638592772975076
3110,New Zealand,2019,0.49000001,4439.349609,4783062,81.70731354,42877.94141,12.24473381,0.049000000999999994,10.35345789237133,1.2677533590513057
3111,Norway,2019,0.229999995,7217.386719,5378859,82.95853424,64385.00781,13.8597908,0.0229999995,11.209731837415458,1.5536453819067788
3112,Singapore,2019,0.24000001,4102.273438,5804343,83.59512329,98411.58594,30.15112877,0.024000001,4.168486259840474,1.2568456599642581
3113,Slovenia,2019,0.229999995,3629.014404,2078654,81.52926636,38946.68359,11.66131687,0.0229999995,9.317903527302619,1.0865902559596652
3114,South Korea,2019,0.30999999,3521.326172,51225321,83.22682953,42758.58984,30.24508095,0.030999999,8.235365537489859,2.4907929733422103
3115,Sweden,2019,0.270000005,6222.65918,10036391,83.10975647,52850.57031,13.87638187,0.0270000005,11.774062500178156,1.6338138741371901
3116,Switzerland,2019,0.4,8532.496094,8591361,83.90487671,70944.35156,25.29318237,0.04,12.027026685533638,3.0420177932605896
3117,United Kingdom,2019,0.430000019,5087.381348,67530161,81.20487976,47368.58594,17.0736084,0.0430000019,10.739989904794697,1.8337038185441796
3118,United States,2019,0.64000001,10921.0127,329064917,78.78780365,62630.875,11.3115778,0.064000001,17.43710701790451,1.9724119263995281
3119,World,2019,3.770000076,1466.824707,7713468203,72.76266479,16897.17188,18.00531578,0.3770000076,8.680888834043154,1.5630214470802302
