,Entity,Year,CM,HE,Population,LE,GDP,OE,CM_%,HE_%,OE_%
2823,Netherlands,2008,0.469999981,4316.790039,16568105,80.2512207,53848.25391,9.923517227,0.0469999981,8.016583130466822,0.7955270079686508
2824,New Zealand,2008,0.630000019,2709.70166,4278156,80.35121918,37933.15234,13.23509979,0.0630000019,7.14336007646445,0.9454308344790902
2825,Norway,2008,0.35999999,4945.300293,4771014,80.59268188,63570.33984,15.65692139,0.035999999000000005,7.779257284838828,1.2179921978130637
2826,Singapore,2008,0.279999995,2187.753662,4775810,80.79024506,71629.82813,46.45778656,0.0279999995,3.0542494923057415,1.4189367101452852
2827,Slovenia,2008,0.35999999,2338.09668,2023049,78.76585388,36075.46875,12.63994598,0.035999999000000005,6.4811262639518725,0.8192108586591088
2828,South Korea,2008,0.45,1612.57959,49182458,79.51707458,32275.125,37.05316925,0.045,4.9963542821290385,1.8513076084868956
2829,Sweden,2008,0.320000005,3474.288818,9236433,81.09999847,47963.49219,16.32570076,0.0320000005,7.243611045328266,1.1825702634786006
2830,Switzerland,2008,0.469999981,5165.475098,7622826,81.99268341,66598.85938,26.49786186,0.0469999981,7.7561014499164544,2.055201047920319
2831,United Kingdom,2008,0.55999999,3334.318604,62145098,79.59999847,43767.69531,13.78874207,0.055999999,7.618218369469817,1.0504564812955526
2832,United States,2008,0.75999999,7401.369141,303486022,78.03902435,55271.65625,13.34937668,0.075999999,13.390894435156357,1.7876009389701804
2833,World,2008,5.55,956.359375,6789396380,69.89951324,13642.6748,18.92562294,0.555,7.010057697776392,1.3266970877576045
2834,Australia,2009,0.5,3553.792236,21750852,81.54389954,44649.16016,19.05284309,0.05,7.959370844300333,1.5164864379157506
2835,Austria,2009,0.45,4191.473145,8372657,80.33171082,51030.72656,18.0512867,0.045,8.213626235699042,1.482665220272452
2836,Belgium,2009,0.45,3927.464844,10859934,80.03414917,47064.78906,19.93112183,0.045,8.344804943230738,1.6632132397111807
2837,Canada,2009,0.580000019,4153.828125,33746093,80.99512482,44003.61719,15.15418148,0.0580000019,9.439742435410455,1.4305156999066724
2838,Denmark,2009,0.419999981,4317.374512,5526389,78.5975647,50114.05078,13.68460464,0.0419999981,8.61509785140542,1.178942080313966
2839,Finland,2009,0.320000005,3479.077637,5342266,79.71951294,44662.10156,18.31736946,0.0320000005,7.78977592965735,1.4268820371414863
2840,Germany,2009,0.430000019,4135.202637,80899961,79.836586,45044.48828,13.89385128,0.0430000019,9.180263323883853,1.2754921333328073
2842,Iceland,2009,0.279999995,3704.710938,316057,81.7512207,48770.94922,16.87479401,0.0279999995,7.5961427801794175,1.2818334468607637
2843,Ireland,2009,0.430000019,4380.6875,4494572,80.19024658,52336.62891,12.70052814,0.0430000019,8.370213350067296,1.0630613019033335
2844,Israel,2009,0.469999981,2022.189697,7190037,81.40487671,32633.41797,25.41890717,0.0469999981,6.196683715015709,1.5751292811383506
2845,Japan,2009,0.329999995,2995.341797,128555196,82.93146515,36577.86328,15.15913296,0.0329999995,8.188946888643956,1.2413733468733206
2847,Luxembourg,2009,0.29000001,6094.695313,496536,80.63658905,112230.0781,9.895283699,0.029000000999999997,5.430536462399557,0.5373669893320746
2848,Malta,2009,0.669999981,2121.179443,411559,80.24146271,31294.92383,32.45967484,0.0669999981,6.778030374902498,2.2001266202497836
2849,Netherlands,2009,0.45999999,4467.866211,16626379,80.54878235,51607.60547,9.069808006,0.045999999,8.657379412027193,0.7852076910218382
2850,New Zealand,2009,0.619999981,2939.460938,4323338,80.70243835,37505.04688,12.35631561,0.0619999981,7.837507702376721,0.968427187663727
2851,Norway,2009,0.34000001,5058.498047,4826847,80.79512024,61689.55859,15.25448418,0.034000001,8.199925826378003,1.2508563879565668
2852,Singapore,2009,0.279999995,2257.585205,4966614,81.24146271,69585.84375,43.28753662,0.0279999995,3.244316779589239,1.4043848140334967
2853,Slovenia,2009,0.34000001,2362.134277,2033807,78.97073364,33052.22656,12.77988815,0.034000001,7.146672169610106,0.9133367097233499
2854,South Korea,2009,0.430000019,1706.132324,49347450,79.96829224,32363.96875,34.29153824,0.0430000019,5.27170303858361,1.8077480633751404
2855,Sweden,2009,0.30999999,3551.367188,9313085,81.35121918,45492.76953,16.40327072,0.030999999,7.80644314402109,1.2805120025166588
2856,Switzerland,2009,0.45999999,5405.509766,7713902,82.04389954,64404.07813,26.20129585,0.045999999,8.393117210821568,2.1991054714446276
2857,United Kingdom,2009,0.54000001,3475.684326,62828620,80.05121613,41592.92969,12.93808937,0.054000001,8.356430652769438,1.0811624659973842
2858,United States,2009,0.75,7657.559082,306307565,78.39024353,53399.36719,12.6413002,0.075,14.3401682172631,1.8127837135292169
2859,World,2009,5.3,1014.747864,6873077808,70.24645233,13383.38281,18.30478668,0.53,7.582147790331345,1.3878959787824865
2860,Australia,2010,0.480000019,3587.303711,22154687,81.69512177,44914.98047,19.74928665,0.0480000019,7.986875811726252,1.5773509984373315
2861,Austria,2010,0.430000019,4303.119629,8409945,80.58049011,51843.42969,18.60162544,0.0430000019,8.300221753712451,1.5439761613149894
2862,Belgium,2010,0.44000001,4101.003418,10938735,80.18292999,47972.55859,19.95389366,0.044000001,8.54864434696811,1.7057874023656183
2863,Canada,2010,0.569999981,4272.628418,34147566,81.24633789,44861.52344,15.48852921,0.056999998100000004,9.524037728487805,1.4751333655482541
2864,Denmark,2010,0.40999999,4457.368652,5554849,79.09999847,50825.41406,14.38571072,0.040999998999999995,8.769960332714701,1.2616211237230863
2865,Finland,2010,0.3,3562.516602,5365784,79.87073517,45874.66016,18.80395508,0.03,7.765761292998754,1.460270265155513
2866,Germany,2010,0.419999981,4323.986328,80827001,79.98780823,46999.23828,13.96032143,0.0419999981,9.200120015221659,1.2843663260707088
2868,Iceland,2010,0.270000005,3304.679688,320342,81.89756012,47457.62109,18.66119576,0.0270000005,6.963433084294113,1.29945987947673
2869,Ireland,2010,0.419999981,4561.692383,4554330,80.74390411,52965.78906,13.79563618,0.0419999981,8.61252605494555,1.188152760447995
2870,Israel,2010,0.45999999,2098.89624,7346446,81.60243988,33864.23047,23.8116951,0.045999999,6.1979741186187365,1.4758426995024059
2871,Japan,2010,0.320000005,3191.907227,128542349,82.84268188,38069.95703,14.57036018,0.0320000005,8.384320540432196,1.2216257013866934
2873,Luxembourg,2010,0.279999995,6083.713379,507890,80.63170624,114343.9844,10.23186111,0.0279999995,5.320536459283991,0.5443899008208497
2874,Malta,2010,0.669999981,2288.464844,414257,81.39756012,32867.96094,33.02582932,0.0669999981,6.9626005950827325,2.2994565887653278
2875,Netherlands,2010,0.44000001,4588.932617,16682927,80.70243835,52032.98828,9.095441818,0.044000001,8.819275557087034,0.8021520770639464
2876,New Zealand,2010,0.60999999,2983.427979,4370060,80.70243835,37657.14453,11.95811081,0.060999999,7.922608090008572,0.9473942544452496
2877,Norway,2010,0.329999995,5194.986328,4885878,80.99755859,61353.47656,15.0464716,0.0329999995,8.467305553450775,1.2740307253851937
2878,Singapore,2010,0.279999995,2385.83252,5131170,81.54146576,78294.03125,41.45875549,0.0279999995,3.047272546717921,1.263361274257679
2879,Slovenia,2010,0.320000005,2387.07373,2043336,79.42195129,33350.61328,12.64016342,0.0320000005,7.157510747880316,0.9047210553361362
2880,South Korea,2010,0.40999999,1878.976563,49545638,80.11707306,34394.49219,34.01853561,0.040999998999999995,5.463015859109854,1.8584379954112331
2881,Sweden,2010,0.30999999,3529.652344,9390157,81.45121765,47791.37109,16.37858391,0.030999999,7.385543171282974,1.2096473855178569
2882,Switzerland,2010,0.45999999,5485.379395,7808674,82.24633789,65819.73438,26.18807602,0.045999999,8.333943378335464,2.1824994273822473
2883,United Kingdom,2010,0.519999981,3601.096924,63459801,80.4024353,42147.76563,13.5945406,0.0519999981,8.543980612430865,1.1615149132130427
2884,United States,2010,0.730000019,7888.352051,309011469,78.54146576,54315.91406,12.36455631,0.0730000019,14.523095463856398,1.79571631658358
2885,World,2010,5.120000076,1038.084473,6957137521,70.55669403,13892.33301,18.51449585,0.5120000076,7.472355235458035,1.3834688999661355
2886,Australia,2011,0.45,3760.759766,22538002,81.89511871,45389.17188,19.17248344,0.045,8.285587972265072,1.5885529818891526
2887,Austria,2011,0.419999981,4465.65918,8453501,80.98292542,53179.14844,18.73956299,0.0419999981,8.397387530637939,1.5736337258183022
2888,Belgium,2011,0.44000001,4269.318848,11013860,80.5853653,48154.87109,19.68982506,0.044000001,8.865808902324277,1.7456622630215566
2889,Canada,2011,0.569999981,4308.483398,34539156,81.44878387,45822.59766,15.06602478,0.056999998100000004,9.402529795383058,1.4165874689192948
2890,Denmark,2011,0.40999999,4516.297852,5582980,79.80000305,51293.20703,14.55076981,0.040999998999999995,8.804865426641271,1.281175700310846
2891,Finland,2011,0.29000001,3772.536133,5390036,80.47073364,46825.82422,18.1520462,0.029000000999999997,8.056529053873426,1.4624248759755272
2892,Germany,2011,0.40999999,4588.230957,80855629,80.43658447,49757.92578,14.00434685,0.040999998999999995,9.221105753657081,1.291355633147444
2894,Iceland,2011,0.25999999,3311.723633,323471,82.35853577,48186.16797,18.50313759,0.025999999000000003,6.872768208216579,1.2716777578080913
2895,Ireland,2011,0.40999999,4802.279785,4591115,80.74633789,53298.8125,13.89269829,0.040999998999999995,9.01010652910888,1.2517469156966878
2896,Israel,2011,0.44000001,2210.542236,7487095,81.65609741,35086.72656,23.75934219,0.044000001,6.300223625079032,1.49689168981775
2897,Japan,2011,0.320000005,3778.414307,128498966,82.59121704,38149.61719,13.12178421,0.0320000005,9.904199793623146,1.2996077246464945
2899,Luxembourg,2011,0.279999995,5694.883301,519312,80.98780823,112998.3906,10.88065338,0.0279999995,5.0397915145173755,0.548362245769288
2900,Malta,2011,0.65999999,2455.241211,417720,80.74633789,32881.85547,33.16239548,0.065999999,7.466857255789769,2.476188733092078
2901,Netherlands,2011,0.430000019,4779.398438,16738190,81.20487976,52594.23047,9.482380867,0.0430000019,9.087305575706049,0.8616929252365747
2902,New Zealand,2011,0.6,3088.697998,4418674,80.90487671,38214.47266,12.09877777,0.06,8.082534660312122,0.9778879067343881
2903,Norway,2011,0.30999999,5492.077148,4948335,81.29512024,61157.12891,15.20982647,0.030999999,8.980273021126035,1.365883943045496
2904,Singapore,2011,0.279999995,2489.595703,5263640,81.74390411,81538.36719,39.51037216,0.0279999995,3.053281281925557,1.2063627975804065
2905,Slovenia,2011,0.30999999,2472.896729,2051277,79.97073364,33568.06641,12.19664192,0.030999999,7.366813145553473,0.8985038202786455
2906,South Korea,2011,0.4,1961.464111,49786153,80.56829071,35388.97656,34.14442444,0.04,5.5425850128060326,1.8924837517203201
2907,Sweden,2011,0.3,4663.241211,9466705,81.80243683,48947.4375,14.55464077,0.03,9.527038491034387,1.3866262283896837
2908,Switzerland,2011,0.45,5841.042969,7906988,82.69512177,66342.00781,25.64536285,0.045,8.804441049973102,2.2579308541799517
2909,United Kingdom,2011,0.5,3674.361328,64021922,80.95121765,42429.21094,13.84098721,0.05,8.659980345135308,1.198626771958692
2910,United States,2011,0.719999981,8080.214844,311584051,78.64146423,54758.83203,12.32208443,0.0719999981,14.756002903007865,1.8182471362018802
2911,World,2011,4.9,1083.643555,7041509491,70.88401794,14260.64258,18.58010101,0.49000000000000005,7.5988409983696545,1.4118723330863743
2912,Australia,2012,0.430000019,3778.473633,22903951,82.04634094,46350.92188,19.93433762,0.0430000019,8.151884535937088,1.6250241857862695
2913,Austria,2012,0.4,4750.581543,8502230,80.93658447,53297.44531,18.67409134,0.04,8.913338182287447,1.6644849136034534
2914,Belgium,2012,0.430000019,4455.734863,11085355,80.38536835,48210.92578,19.36368752,0.0430000019,9.242168224134026,1.789624574994046
2915,Canada,2012,0.55999999,4416.809082,34922031,81.64878082,46126.51563,14.87091827,0.055999999,9.575423206532802,1.4239533590501063
2916,Denmark,2012,0.40999999,4597.623047,5610909,80.05121613,51216.30859,14.15905666,0.040999998999999995,8.97687313587002,1.271040553604155
2917,Finland,2012,0.279999995,3917.43335,5414769,80.62683105,45952.24609,17.46195984,0.0279999995,8.52500951167325,1.4886337372845633
2918,Germany,2012,0.4,4711.658203,80972629,80.53902435,49872.44922,14.16992569,0.04,9.447416913927132,1.3386919563279658
2920,Iceland,2012,0.25,3384.375977,325642,82.91707611,48440.25391,18.56773567,0.025,6.986701562894431,1.2972722782499966
2921,Ireland,2012,0.4,4938.226563,4608199,80.84634399,53045.65234,13.89555645,0.04,9.309389827743232,1.2935915186646185
2922,Israel,2012,0.430000019,2342.507568,7614946,81.70487976,35417.29297,23.40835571,0.0430000019,6.61402205409715,1.5482338091609096
2923,Japan,2012,0.3,3988.363525,128423571,83.09609985,38735.89453,12.9723444,0.03,10.296299009981842,1.335671368028635
2925,Luxembourg,2012,0.279999995,5175.365234,530855,81.39268494,112137.1328,11.48753071,0.0279999995,4.615210951782067,0.5301737754172482
2926,Malta,2012,0.65999999,2548.926025,421809,80.74633789,33929.36328,32.09076309,0.065999999,7.512448742303661,2.410802128150353
2927,Netherlands,2012,0.419999981,4989.364746,16791850,81.10488129,51860.05469,10.09056282,0.0419999981,9.620824304610853,0.9707953202585864
2928,New Zealand,2012,0.59000001,3140.933838,4468462,81.15609741,38857.11719,12.26525021,0.059000001,8.083290951929726,0.9914358604564718
2929,Norway,2012,0.3,5774.39209,5013716,81.45121765,61990.69141,14.80008221,0.03,9.314934159725322,1.3786179134467202
2930,Singapore,2012,0.279999995,2701.980957,5369469,81.99512482,83112.00781,37.65390396,0.0279999995,3.251011530339782,1.2241327593626679
2931,Slovenia,2012,0.29000001,2533.1604,2057826,80.12438965,32613.49023,12.45996571,0.029000000999999997,7.767216517261423,0.9677925146722295
2932,South Korea,2012,0.379999995,2063.654053,50060639,80.81951141,36049.19531,34.54799271,0.0379999995,5.724549564155028,1.9777169661046163
2933,Sweden,2012,0.3,4896.023438,9542817,81.70487976,48300.84375,14.80989265,0.03,10.136517414356764,1.5012073475147925
2934,Switzerland,2012,0.44000001,6175.033691,8008006,82.69756317,66440.28906,25.86537361,0.044000001,9.294110212891358,2.403956330289516
2935,United Kingdom,2012,0.480000019,3809.362305,64525300,80.90487671,42754.53906,14.55786991,0.0480000019,8.90984299855062,1.2970833529142425
2936,United States,2012,0.70999999,8342.580078,314043885,78.74146271,55581.41406,12.33093548,0.07099999900000001,15.009657848924473,1.8508312251196328
2937,World,2012,4.720000076,1126.468506,7126144677,71.1733017,14528.70898,18.78497887,0.4720000076,7.753397136322844,1.4564740137654315
2938,Australia,2013,0.40999999,4161.620117,23254912,82.14878082,46744.63281,19.50416565,0.040999998999999995,8.902883319065696,1.7364331101767911
2939,Austria,2013,0.39000001,4945.449707,8556191,81.13658905,52997.75391,19.1712513,0.039000001,9.331432640330926,1.788952401368067
2940,Belgium,2013,0.419999981,4621.130371,11154008,80.5878067,48204.58594,19.60912323,0.0419999981,9.586495311362901,1.8798276790433237
2941,Canada,2013,0.55,4581.4375,35296535,81.7487793,46704.76172,14.4959259,0.05500000000000001,9.809358470697706,1.4219573351777128
2942,Denmark,2013,0.40999999,4762.361328,5638152,80.30000305,51479.26563,13.81008339,0.040999998999999995,9.251028097853617,1.2775746947459155
2943,Finland,2013,0.270000005,4068.539063,5438984,80.97560883,45328.57422,17.79447365,0.0270000005,8.97566079015313,1.5971715942171805
2944,Germany,2013,0.4,4955.896484,81174373,80.490242,49954.17188,13.30989647,0.04,9.920886079154837,1.320459666042151
2946,Iceland,2013,0.24000001,3592.751465,327194,82.06097412,50168.6875,18.25614738,0.024000001,7.161342351242496,1.3073852140291875
2947,Ireland,2013,0.39000001,4945.745117,4615426,80.94878387,53435.64063,14.29011631,0.039000001,9.255517588430193,1.3226242284791818
2948,Israel,2013,0.40999999,2518.752441,7734834,82.05609894,36423.19141,22.65417099,0.040999998999999995,6.91524367716025,1.5665911269990465
2949,Japan,2013,0.29000001,4177.434082,128314189,83.33195496,39569.63672,12.70128059,0.029000000999999997,10.557170669925725,1.340895869152449
2951,Luxembourg,2013,0.279999995,5346.196289,542554,81.80000305,113050.6641,11.21970749,0.0279999995,4.729026876189754,0.5305829826319747
2952,Malta,2013,0.65999999,2766.513184,426144,81.74633789,35287.48828,30.22222137,0.065999999,7.839926610951184,2.3693999756072053
2953,Netherlands,2013,0.40999999,5219.226563,16843512,81.30487823,51640.07813,11.53465176,0.040999998999999995,10.10693002799297,1.1657991823558596
2954,New Zealand,2013,0.580000019,3335.008789,4518519,81.40731812,39599.1875,12.37116337,0.0580000019,8.421912164233168,1.0418885127151878
2955,Norway,2013,0.29000001,6012.884277,5079460,81.7512207,61878.97656,14.59419537,0.029000000999999997,9.717168271472136,1.4181425219702954
2956,Singapore,2013,0.279999995,3028.52124,5453732,82.24633789,85732.80469,36.16598511,0.0279999995,3.532511564214872,1.2775676063229786
2957,Slovenia,2013,0.279999995,2621.224121,2063120,80.32195282,32234.02539,12.4548645,0.0279999995,8.131854738233177,1.0128114889837718
2958,South Korea,2013,0.370000005,2143.083252,50345720,81.27072906,37021.13281,34.21545792,0.0370000005,5.788810577457853,1.9806680471986005
2959,Sweden,2013,0.29000001,5073.837891,9618016,81.95610046,48462.16016,14.93118668,0.029000000999999997,10.469689907029519,1.5632489448356959
2960,Switzerland,2013,0.44000001,6550.800781,8108876,82.79756165,66877.16406,25.16288185,0.044000001,9.795272980060632,2.464772966857631
2961,United Kingdom,2013,0.469999981,3997.300293,64984015,81.00487518,43271.82813,15.97152615,0.0469999981,9.237650604894839,1.4753937820064122
2962,United States,2013,0.7,8522.125977,316400539,78.74146271,56214.42969,12.25372887,0.07,15.160032795842815,1.857669315405659
2963,World,2013,4.55,1177.091675,7210900157,71.46586609,14824.50781,18.99076843,0.455,7.940173731811741,1.5079000063480568
2964,Australia,2014,0.4,4283.14209,23596426,82.30000305,47232.875,19.40170097,0.04,9.068137584256728,1.7593729376456722
2965,Austria,2014,0.379999995,5082.537109,8615205,81.490242,52932.89844,19.09817696,0.0379999995,9.601849244588617,1.8337781601639576
2966,Belgium,2014,0.40999999,4771.913574,11221225,81.28780365,48748.62109,19.3283844,0.040999998999999995,9.788817544582573,1.892020283231561
2967,Canada,2014,0.54000001,4659.252441,35664338,81.80000305,47564.60938,14.59731197,0.054000001,9.79562851820481,1.4298984542246442
2968,Denmark,2014,0.40999999,4886.55127,5664199,80.69999695,52048.33594,13.77454948,0.040999998999999995,9.388487031810378,1.2932217916201039
2969,Finland,2014,0.25999999,4084.430176,5461410,81.18048859,44976.77734,17.63744736,0.025999999000000003,9.081197937157496,1.6016915058235592
2970,Germany,2014,0.4,5195.209961,81450370,81.09024048,50845.52734,13.00081444,0.04,10.217634141662144,1.3283756549155818
2972,Iceland,2014,0.24000001,3771.124756,328592,82.86097717,50450.74219,17.98027229,0.024000001,7.474864773639518,1.3440010396096773
2973,Ireland,2014,0.379999995,4898.442871,4626852,81.34877777,57668.75391,14.30979824,0.0379999995,8.494102159108019,1.2154888812678413
2974,Israel,2014,0.4,2560.209717,7854216,82.15365601,37204.50391,23.01003265,0.04,6.881451028599403,1.5834241284744834
2975,Japan,2014,0.279999995,4214.348633,128168630,83.5878067,39739.54297,12.8696804,0.0279999995,10.604924762676502,1.3648199236169245
2977,Luxembourg,2014,0.279999995,5573.944824,554512,82.22927094,113313.5781,11.10842419,0.0279999995,4.919044052320858,0.5464282794247665
2978,Malta,2014,0.65999999,3157.483154,430190,82.04634094,37230.30469,36.45832443,0.065999999,8.480949001870766,3.0920119018448906
2979,Netherlands,2014,0.40999999,5213.549805,16892517,81.70731354,52186.99609,11.58706665,0.040999998999999995,9.990132016812927,1.1575632552111028
2980,New Zealand,2014,0.569999981,3467.033447,4567522,81.40487671,40432.24219,12.85042477,0.056999998100000004,8.574922535108607,1.1019139694599085
2981,Norway,2014,0.279999995,6192.903809,5142269,82.09999847,62390.12891,14.37853241,0.0279999995,9.926095549399307,1.427226865617947
2982,Singapore,2014,0.270000005,3235.425537,5525628,82.49512482,87959.41406,33.29804611,0.0270000005,3.678316382136209,1.224807484995399
2983,Slovenia,2014,0.270000005,2625.701904,2067487,81.07804871,33093.75,12.98344612,0.0270000005,7.934132287818698,1.0301237906784637
2984,South Korea,2014,0.35999999,2293.312988,50607904,81.72195435,37967.47656,33.86190414,0.035999999000000005,6.040203868634455,2.0453280438575705
2985,Sweden,2014,0.29000001,5193.200195,9692137,82.25366211,49258.99609,14.91894722,0.029000000999999997,10.542643186458005,1.572851372580596
2986,Switzerland,2014,0.430000019,6846.429199,8206003,83.19756317,67682.6875,26.03660583,0.0430000019,10.115480711370985,2.633727840629343
2987,United Kingdom,2014,0.45,4124.464355,65423048,81.30487823,44239.15234,15.92839622,0.045,9.323108913347683,1.4850217277401554
2988,United States,2014,0.69000001,8939.396484,318673422,78.84146118,57213.26953,11.93220139,0.06900000099999999,15.62469084084173,1.8643695776941194
2989,World,2014,4.4,1218.206177,7295610265,71.7460556,15149.4502,18.69392967,0.44000000000000006,8.041256685341624,1.5032268693419364
2990,Australia,2015,0.39000001,4392.074219,23932499,82.40000153,47569.29297,18.74151993,0.039000001,9.233002941140834,1.7304050863513953
2991,Austria,2015,0.370000005,5204.62207,8678667,81.19024658,52873.85938,19.09111214,0.0370000005,9.843469213387314,1.879227745994148
2992,Belgium,2015,0.40999999,4834.890137,11287931,80.99268341,49456.39844,19.34007072,0.040999998999999995,9.776065968219745,1.8906980718875515
2993,Canada,2015,0.54000001,4751.443359,36026668,81.90000153,47522.14063,14.61075115,0.054000001,9.9983782212043,1.4608381609359566
2994,Denmark,2015,0.40999999,5037.012695,5688695,80.70243835,52892.64453,13.67476749,0.040999998999999995,9.523087264322877,1.3022600412659553
2995,Finland,2015,0.25,4097.81543,5481128,81.48048401,45072.58984,18.62889481,0.025,9.09159079730396,1.6936628861853946
2996,Germany,2015,0.39000001,5356.607422,81787411,80.64146423,51159.29688,13.08271122,0.039000001,10.470447697052085,1.369818435646465
2998,Iceland,2015,0.229999995,3977.299561,330237,82.46829224,52142.93359,17.64087296,0.0229999995,7.627686605194703,1.3455905038093343
2999,Ireland,2015,0.370000005,5077.476563,4652420,81.45365906,71508.73438,13.21329498,0.0370000005,7.100498431447698,0.9382098027974575
3000,Israel,2015,0.39000001,2645.223389,7978496,82.05121613,37306.13281,22.50102615,0.039000001,7.090585889650136,1.5954545852183877
3001,Japan,2015,0.270000005,4367.501465,127985139,83.79389954,40402.58203,12.94767094,0.0270000005,10.809956308626546,1.3996375715987361
3003,Luxembourg,2015,0.279999995,5545.197266,566741,82.29268646,113182.7266,10.75223732,0.0279999995,4.899331755451808,0.5267877774403005
3004,Malta,2015,0.65999999,3373.238525,433559,81.89756012,39845.14063,37.19658661,0.065999999,8.465871801843356,3.149015337064231
3005,Netherlands,2015,0.4,5203.804199,16938492,81.509758,52974.11719,11.28642845,0.04,9.823295743345263,1.1086992455045586
3006,New Zealand,2015,0.55,3475.5354,4614527,81.45683289,41086.11719,13.36466026,0.05500000000000001,8.459147852613134,1.130536371392831
3007,Norway,2015,0.270000005,6142.4375,5199827,82.30487823,62987.51563,14.14276981,0.0270000005,9.751833261819346,1.3791793304741249
3008,Singapore,2015,0.270000005,3598.990723,5592143,82.74390411,89519.73438,33.08544922,0.0270000005,4.020332218282438,1.3301449745551355
3009,Slovenia,2015,0.25999999,2688.69751,2071199,80.77561188,33799.72656,12.49877739,0.025999999000000003,7.954790714732929,0.9942515832748587
3010,South Korea,2015,0.35,2531.058105,50823087,82.02439117,38828.74219,33.5990715,0.035,6.518516856958224,2.190161139508947
3011,Sweden,2015,0.29000001,5333.402344,9764949,82.20487976,50928.96484,14.90281487,0.029000000999999997,10.472237872408325,1.5606582228710395
3012,Switzerland,2015,0.430000019,7306.933105,8296775,82.89756012,68025.92188,25.85814857,0.0430000019,10.741395196216047,2.7775259283283886
3013,United Kingdom,2015,0.45,4231.580078,65860149,80.95610046,45041.05859,16.08235931,0.045,9.39493921872319,1.5109278821111702
3014,United States,2015,0.680000019,9392.066406,320878312,78.69024658,58540.29688,11.73992538,0.0680000019,16.04376285493139,1.883525787313103
3015,World,2015,4.259999847,1257.441162,7380117870,71.95211792,15480.76465,18.39519501,0.42599998469999995,8.122603698390312,1.49416879020837
3016,Australia,2016,0.379999995,4632.316406,24262710,82.44878387,48116.03125,18.45708466,0.0379999995,9.627386726747128,1.7769349187013201
3017,Austria,2016,0.35999999,5476.677734,8747306,81.64146423,53345.74219,19.24335289,0.035999999000000005,10.266382112547753,1.9755961389534014
3018,Belgium,2016,0.40999999,5244.892578,11354407,81.43902588,49829.92578,18.00682259,0.040999998999999995,10.52558777862984,1.8953239178525971
3019,Canada,2016,0.530000019,5084.125977,36382942,81.90000153,47457.58594,15.47061157,0.0530000019,10.712989032834063,1.6573649208064578
3020,Denmark,2016,0.40999999,5291.916016,5711346,80.85366058,54185.00781,13.71236897,0.040999998999999995,9.7663841528936,1.3392026300723796
3021,Finland,2016,0.24000001,4212.087402,5497714,81.42926788,46206.78906,19.27291298,0.024000001,9.115732747693333,1.7568672399522989
3022,Germany,2016,0.39000001,5694.912598,82193770,80.990242,51879.67188,12.98550797,0.039000001,10.977156160841933,1.4254394881454753
3024,Iceland,2016,0.220000005,4372.529297,332209,82.20487976,54665.76563,16.86781883,0.0220000005,7.998661038784394,1.3491996528479477
3025,Ireland,2016,0.35999999,5356.188477,4695790,81.65365601,72150.03906,12.79483604,0.035999999000000005,7.423680633832771,0.9498477652321359
3026,Israel,2016,0.379999995,2857.233154,8108984,82.40731812,38214.48438,22.82260704,0.0379999995,7.476832934831816,1.7064081997539646
3027,Japan,2016,0.270000005,4303.919922,127763267,83.98487854,40754.10156,12.85439873,0.0270000005,10.560703726135582,1.3575149656514351
3029,Luxembourg,2016,0.279999995,5806.304688,579266,82.68536377,116283.7031,10.77447701,0.0279999995,4.9932230684180885,0.5379936715647236
3030,Malta,2016,0.65999999,3599.068359,436099,82.45365906,40536.74609,35.13737869,0.065999999,8.878532951335858,3.1196837452273134
3031,Netherlands,2016,0.4,5398.930664,16981285,81.56097412,53847.82813,11.27567959,0.04,10.026273763476299,1.1305305043858218
3032,New Zealand,2016,0.54000001,3734.821533,4659265,81.61244202,41672.10156,13.5755825,0.054000001,8.96240264634256,1.2166983652364174
3033,Norway,2016,0.25999999,6271.010742,5250950,82.40731812,63104.08203,14.27099895,0.025999999000000003,9.937567492097786,1.4181901524528162
3034,Singapore,2016,0.270000005,3894.942871,5653625,82.84634399,91307.5,32.66244888,0.0270000005,4.265742541412261,1.3932959769411926
3035,Slovenia,2016,0.25,2873.208008,2074205,81.1756134,34853.04297,12.00222397,0.025,8.243779489994987,0.9894368779821221
3036,South Korea,2016,0.34000001,2748.954102,50983446,82.27561188,39814.66016,33.0310173,0.034000001,6.904376656620947,2.280585847905627
3037,Sweden,2016,0.279999995,5512.933105,9836003,82.30731964,51334.43359,14.491889,0.0279999995,10.739249894195629,1.556320174099448
3038,Switzerland,2016,0.419999981,7738.628418,8379915,83.60243988,68663.24219,26.57211494,0.0419999981,11.270409277479532,2.994786107420284
3039,United Kingdom,2016,0.44000001,4374.492188,66297944,81.15609741,45712.78516,16.28810692,0.044000001,9.569515777016813,1.5586929614867675
3040,United States,2016,0.669999981,9775.0,323015992,78.53902435,59112.24219,11.63196754,0.0669999981,16.53633771593532,1.9235014354223736
3041,World,2016,4.129999924,1301.969727,7464344232,72.18610382,15803.52832,18.26488686,0.4129999924,8.238474982528459,1.5047481345482276
3042,Australia,2017,0.379999995,4715.827148,24584619,82.5,48398.55078,18.00724983,0.0379999995,9.743736273088466,1.754578933471371
3043,Austria,2017,0.35999999,5641.175293,8819902,81.64390564,54172.98828,20.63871193,0.035999999000000005,10.413262166456217,2.1491631810505756
